defect_id,machine_id,timestamp,defect_count,batch_id,wafer_lot,defect_type,severity,yield_loss_pct,process_step
D-0000502,M-0013,2025-03-05T00:00:00,1,B-063-M-0013,WL-3037,alignment,low,0.29,lithography
D-0000503,M-0013,2025-03-08T00:00:00,2,B-066-M-0013,WL-5598,alignment,low,0.809,lithography
D-0000504,M-0013,2025-03-11T00:00:00,2,B-069-M-0013,WL-8007,alignment,low,1.657,lithography
D-0000505,M-0013,2025-03-14T00:00:00,3,B-072-M-0013,WL-5298,scratch,medium,2.449,lithography
D-0000506,M-0013,2025-03-17T00:00:00,2,B-075-M-0013,WL-3045,etch_depth,low,1.248,lithography
D-0000507,M-0013,2025-03-20T00:00:00,2,B-078-M-0013,WL-9196,scratch,low,1.508,lithography
D-0000508,M-0013,2025-03-23T00:00:00,3,B-081-M-0013,WL-3411,scratch,medium,2.635,lithography
D-0000509,M-0013,2025-03-26T00:00:00,2,B-084-M-0013,WL-5546,alignment,low,1.37,lithography
D-0000510,M-0013,2025-03-29T00:00:00,1,B-087-M-0013,WL-3711,particle,low,0.833,lithography
D-0000511,M-0013,2025-04-01T00:00:00,4,B-090-M-0013,WL-2286,scratch,medium,3.484,lithography
D-0000512,M-0013,2025-04-04T00:00:00,6,B-093-M-0013,WL-6037,particle,medium,4.942,lithography
D-0000513,M-0013,2025-04-07T00:00:00,3,B-096-M-0013,WL-6824,film_uniformity,medium,1.016,lithography
D-0000514,M-0013,2025-04-10T00:00:00,4,B-099-M-0013,WL-8451,etch_depth,medium,3.105,lithography
D-0000515,M-0013,2025-04-13T00:00:00,2,B-102-M-0013,WL-9043,etch_depth,low,0.973,lithography
D-0000516,M-0013,2025-04-16T00:00:00,5,B-105-M-0013,WL-9771,particle,medium,1.663,lithography
D-0000517,M-0013,2025-04-19T00:00:00,1,B-108-M-0013,WL-2949,etch_depth,low,0.488,lithography
D-0000518,M-0013,2025-04-22T00:00:00,3,B-111-M-0013,WL-3100,alignment,medium,1.65,lithography
D-0000519,M-0013,2025-04-25T00:00:00,2,B-114-M-0013,WL-8788,scratch,low,1.793,lithography
D-0000520,M-0013,2025-04-28T00:00:00,1,B-117-M-0013,WL-4113,alignment,low,0.818,lithography
D-0000521,M-0014,2025-01-01T00:00:00,0,B-000-M-0014,WL-7724,alignment,low,0.0,planarization
D-0000522,M-0014,2025-01-04T00:00:00,1,B-003-M-0014,WL-3683,scratch,low,0.589,planarization
D-0000523,M-0014,2025-01-07T00:00:00,1,B-006-M-0014,WL-1538,film_uniformity,low,0.37,planarization
D-0000524,M-0014,2025-01-10T00:00:00,3,B-009-M-0014,WL-5001,particle,medium,1.692,planarization
D-0000525,M-0014,2025-01-13T00:00:00,2,B-012-M-0014,WL-1889,alignment,low,1.027,planarization
D-0000526,M-0014,2025-01-16T00:00:00,2,B-015-M-0014,WL-5245,etch_depth,low,0.988,planarization
D-0000527,M-0014,2025-01-19T00:00:00,4,B-018-M-0014,WL-6357,scratch,medium,2.979,planarization
D-0000528,M-0014,2025-01-22T00:00:00,0,B-021-M-0014,WL-2822,particle,low,0.0,planarization
D-0000529,M-0014,2025-01-25T00:00:00,1,B-024-M-0014,WL-4902,etch_depth,low,0.77,planarization
D-0000530,M-0014,2025-01-28T00:00:00,1,B-027-M-0014,WL-1848,film_uniformity,low,0.429,planarization
D-0000531,M-0014,2025-01-31T00:00:00,0,B-030-M-0014,WL-8683,scratch,low,0.0,planarization
D-0000532,M-0014,2025-02-03T00:00:00,4,B-033-M-0014,WL-7768,scratch,medium,2.152,planarization
D-0000533,M-0014,2025-02-06T00:00:00,1,B-036-M-0014,WL-3983,etch_depth,low,0.487,planarization
D-0000534,M-0014,2025-02-09T00:00:00,1,B-039-M-0014,WL-4586,scratch,low,0.396,planarization
D-0000535,M-0014,2025-02-12T00:00:00,1,B-042-M-0014,WL-7899,scratch,low,0.773,planarization
D-0000536,M-0014,2025-02-15T00:00:00,2,B-045-M-0014,WL-3473,etch_depth,low,1.426,planarization
D-0000537,M-0014,2025-02-18T00:00:00,3,B-048-M-0014,WL-1117,film_uniformity,medium,1.177,planarization
D-0000538,M-0014,2025-02-21T00:00:00,0,B-051-M-0014,WL-3164,etch_depth,low,0.0,planarization
D-0000539,M-0014,2025-02-24T00:00:00,0,B-054-M-0014,WL-4280,scratch,low,0.0,planarization
D-0000540,M-0014,2025-02-27T00:00:00,0,B-057-M-0014,WL-3074,scratch,low,0.0,planarization
D-0000541,M-0014,2025-03-02T00:00:00,1,B-060-M-0014,WL-2097,etch_depth,low,0.255,planarization
D-0000542,M-0014,2025-03-05T00:00:00,2,B-063-M-0014,WL-2368,alignment,low,0.986,planarization
D-0000543,M-0014,2025-03-08T00:00:00,0,B-066-M-0014,WL-6981,film_uniformity,low,0.0,planarization
D-0000544,M-0014,2025-03-11T00:00:00,2,B-069-M-0014,WL-4980,alignment,low,1.153,planarization
D-0000545,M-0014,2025-03-14T00:00:00,0,B-072-M-0014,WL-2656,alignment,low,0.0,planarization
D-0000546,M-0014,2025-03-17T00:00:00,0,B-075-M-0014,WL-8986,scratch,low,0.0,planarization
D-0000547,M-0014,2025-03-20T00:00:00,4,B-078-M-0014,WL-6927,particle,medium,1.677,planarization
D-0000548,M-0014,2025-03-23T00:00:00,7,B-081-M-0014,WL-2255,film_uniformity,high,4.935,planarization
D-0000549,M-0014,2025-03-26T00:00:00,6,B-084-M-0014,WL-9393,film_uniformity,medium,4.902,planarization
D-0000550,M-0014,2025-03-29T00:00:00,5,B-087-M-0014,WL-8856,etch_depth,medium,4.114,planarization
D-0000551,M-0014,2025-04-01T00:00:00,13,B-090-M-0014,WL-7270,etch_depth,high,5.78,planarization
D-0000552,M-0014,2025-04-04T00:00:00,2,B-093-M-0014,WL-1376,scratch,low,0.76,planarization
D-0000553,M-0014,2025-04-07T00:00:00,1,B-096-M-0014,WL-8281,scratch,low,0.89,planarization
D-0000554,M-0014,2025-04-10T00:00:00,5,B-099-M-0014,WL-5190,film_uniformity,medium,1.45,planarization
D-0000555,M-0014,2025-04-13T00:00:00,5,B-102-M-0014,WL-5947,scratch,medium,3.152,planarization
D-0000556,M-0014,2025-04-16T00:00:00,3,B-105-M-0014,WL-2747,scratch,medium,1.869,planarization
D-0000557,M-0014,2025-04-19T00:00:00,4,B-108-M-0014,WL-6590,alignment,medium,2.246,planarization
D-0000558,M-0014,2025-04-22T00:00:00,2,B-111-M-0014,WL-9496,scratch,low,0.553,planarization
D-0000559,M-0014,2025-04-25T00:00:00,2,B-114-M-0014,WL-9474,particle,low,1.588,planarization
D-0000560,M-0014,2025-04-28T00:00:00,2,B-117-M-0014,WL-9203,etch_depth,low,1.474,planarization
D-0000561,M-0015,2025-01-01T00:00:00,2,B-000-M-0015,WL-7063,film_uniformity,low,1.694,planarization
D-0000562,M-0015,2025-01-04T00:00:00,1,B-003-M-0015,WL-9446,alignment,low,0.312,planarization
D-0000563,M-0015,2025-01-07T00:00:00,1,B-006-M-0015,WL-3018,film_uniformity,low,0.655,planarization
D-0000564,M-0015,2025-01-10T00:00:00,1,B-009-M-0015,WL-8956,particle,low,0.59,planarization
D-0000565,M-0015,2025-01-13T00:00:00,3,B-012-M-0015,WL-8258,etch_depth,medium,1.696,planarization
D-0000566,M-0015,2025-01-16T00:00:00,0,B-015-M-0015,WL-8446,particle,low,0.0,planarization
D-0000567,M-0015,2025-01-19T00:00:00,3,B-018-M-0015,WL-5149,alignment,medium,2.699,planarization
D-0000568,M-0015,2025-01-22T00:00:00,3,B-021-M-0015,WL-9444,particle,medium,1.982,planarization
D-0000569,M-0015,2025-01-25T00:00:00,1,B-024-M-0015,WL-7588,alignment,low,0.876,planarization
D-0000570,M-0015,2025-01-28T00:00:00,2,B-027-M-0015,WL-7753,scratch,low,1.023,planarization
D-0000571,M-0015,2025-01-31T00:00:00,1,B-030-M-0015,WL-1606,etch_depth,low,0.457,planarization
D-0000572,M-0015,2025-02-03T00:00:00,0,B-033-M-0015,WL-4518,particle,low,0.0,planarization
D-0000573,M-0015,2025-02-06T00:00:00,3,B-036-M-0015,WL-1343,film_uniformity,medium,2.456,planarization
D-0000574,M-0015,2025-02-09T00:00:00,0,B-039-M-0015,WL-8679,etch_depth,low,0.0,planarization
D-0000575,M-0015,2025-02-12T00:00:00,1,B-042-M-0015,WL-8342,scratch,low,0.304,planarization
D-0000576,M-0015,2025-02-15T00:00:00,2,B-045-M-0015,WL-1112,alignment,low,0.632,planarization
D-0000577,M-0015,2025-02-18T00:00:00,3,B-048-M-0015,WL-8396,film_uniformity,medium,2.235,planarization
D-0000578,M-0015,2025-02-21T00:00:00,0,B-051-M-0015,WL-6898,particle,low,0.0,planarization
D-0000579,M-0015,2025-02-24T00:00:00,2,B-054-M-0015,WL-3485,film_uniformity,low,1.39,planarization
D-0000580,M-0015,2025-02-27T00:00:00,0,B-057-M-0015,WL-2607,etch_depth,low,0.0,planarization
D-0000581,M-0015,2025-03-02T00:00:00,2,B-060-M-0015,WL-4352,film_uniformity,low,1.762,planarization
D-0000582,M-0015,2025-03-05T00:00:00,0,B-063-M-0015,WL-5563,etch_depth,low,0.0,planarization
D-0000583,M-0015,2025-03-08T00:00:00,3,B-066-M-0015,WL-7719,etch_depth,medium,2.139,planarization
D-0000584,M-0015,2025-03-11T00:00:00,1,B-069-M-0015,WL-6559,etch_depth,low,0.345,planarization
D-0000585,M-0015,2025-03-14T00:00:00,2,B-072-M-0015,WL-7822,alignment,low,1.022,planarization
D-0000586,M-0015,2025-03-17T00:00:00,3,B-075-M-0015,WL-5748,film_uniformity,medium,1.606,planarization
D-0000587,M-0015,2025-03-20T00:00:00,0,B-078-M-0015,WL-9633,etch_depth,low,0.0,planarization
D-0000588,M-0015,2025-03-23T00:00:00,2,B-081-M-0015,WL-1884,scratch,low,0.688,planarization
D-0000589,M-0015,2025-03-26T00:00:00,1,B-084-M-0015,WL-1573,particle,low,0.298,planarization
D-0000590,M-0015,2025-03-29T00:00:00,1,B-087-M-0015,WL-7338,film_uniformity,low,0.739,planarization
D-0000591,M-0015,2025-04-01T00:00:00,2,B-090-M-0015,WL-5642,alignment,low,0.952,planarization
D-0000592,M-0015,2025-04-04T00:00:00,1,B-093-M-0015,WL-5223,alignment,low,0.85,planarization
D-0000593,M-0015,2025-04-07T00:00:00,0,B-096-M-0015,WL-8052,particle,low,0.0,planarization
D-0000594,M-0015,2025-04-10T00:00:00,2,B-099-M-0015,WL-9179,scratch,low,1.082,planarization
D-0000595,M-0015,2025-04-13T00:00:00,1,B-102-M-0015,WL-2695,scratch,low,0.346,planarization
D-0000596,M-0015,2025-04-16T00:00:00,2,B-105-M-0015,WL-4136,scratch,low,1.017,planarization
D-0000597,M-0015,2025-04-19T00:00:00,2,B-108-M-0015,WL-4339,alignment,low,1.296,planarization
D-0000598,M-0015,2025-04-22T00:00:00,1,B-111-M-0015,WL-1964,film_uniformity,low,0.353,planarization
D-0000599,M-0015,2025-04-25T00:00:00,1,B-114-M-0015,WL-3524,etch_depth,low,0.347,planarization
D-0000600,M-0015,2025-04-28T00:00:00,3,B-117-M-0015,WL-8758,scratch,medium,2.011,planarization
D-0000601,M-0016,2025-01-01T00:00:00,1,B-000-M-0016,WL-3784,particle,low,0.613,lithography
D-0000602,M-0016,2025-01-04T00:00:00,1,B-003-M-0016,WL-5499,particle,low,0.81,lithography
D-0000603,M-0016,2025-01-07T00:00:00,1,B-006-M-0016,WL-6215,etch_depth,low,0.421,lithography
D-0000604,M-0016,2025-01-10T00:00:00,0,B-009-M-0016,WL-2625,particle,low,0.0,lithography
D-0000605,M-0016,2025-01-13T00:00:00,2,B-012-M-0016,WL-5862,particle,low,1.264,lithography
D-0000606,M-0016,2025-01-16T00:00:00,1,B-015-M-0016,WL-6168,etch_depth,low,0.675,lithography
D-0000607,M-0016,2025-01-19T00:00:00,0,B-018-M-0016,WL-9782,etch_depth,low,0.0,lithography
D-0000608,M-0016,2025-01-22T00:00:00,0,B-021-M-0016,WL-2662,etch_depth,low,0.0,lithography
D-0000609,M-0016,2025-01-25T00:00:00,2,B-024-M-0016,WL-2135,particle,low,1.273,lithography
D-0000610,M-0016,2025-01-28T00:00:00,1,B-027-M-0016,WL-3806,particle,low,0.516,lithography
D-0000611,M-0016,2025-01-31T00:00:00,1,B-030-M-0016,WL-2959,alignment,low,0.651,lithography
D-0000612,M-0016,2025-02-03T00:00:00,0,B-033-M-0016,WL-5115,film_uniformity,low,0.0,lithography
D-0000613,M-0016,2025-02-06T00:00:00,1,B-036-M-0016,WL-8137,scratch,low,0.573,lithography
D-0000614,M-0016,2025-02-09T00:00:00,3,B-039-M-0016,WL-2433,particle,medium,1.216,lithography
D-0000615,M-0016,2025-02-12T00:00:00,0,B-042-M-0016,WL-9978,particle,low,0.0,lithography
D-0000616,M-0016,2025-02-15T00:00:00,2,B-045-M-0016,WL-3915,film_uniformity,low,0.74,lithography
D-0000617,M-0016,2025-02-18T00:00:00,2,B-048-M-0016,WL-1413,particle,low,0.795,lithography
D-0000618,M-0016,2025-02-21T00:00:00,1,B-051-M-0016,WL-7271,scratch,low,0.276,lithography
D-0000619,M-0016,2025-02-24T00:00:00,1,B-054-M-0016,WL-5802,film_uniformity,low,0.358,lithography
D-0000620,M-0016,2025-02-27T00:00:00,0,B-057-M-0016,WL-1162,etch_depth,low,0.0,lithography
D-0000621,M-0016,2025-03-02T00:00:00,4,B-060-M-0016,WL-8900,alignment,medium,1.388,lithography
D-0000622,M-0016,2025-03-05T00:00:00,2,B-063-M-0016,WL-3077,film_uniformity,low,0.804,lithography
D-0000623,M-0016,2025-03-08T00:00:00,7,B-066-M-0016,WL-6321,scratch,high,2.397,lithography
D-0000624,M-0016,2025-03-11T00:00:00,9,B-069-M-0016,WL-3222,particle,high,2.405,lithography
D-0000625,M-0016,2025-03-14T00:00:00,5,B-072-M-0016,WL-1554,scratch,medium,2.685,lithography
D-0000626,M-0016,2025-03-17T00:00:00,9,B-075-M-0016,WL-2763,film_uniformity,high,5.658,lithography
D-0000627,M-0016,2025-03-20T00:00:00,2,B-078-M-0016,WL-6828,alignment,low,1.13,lithography
D-0000628,M-0016,2025-03-23T00:00:00,6,B-081-M-0016,WL-4917,scratch,medium,4.962,lithography
D-0000629,M-0016,2025-03-26T00:00:00,3,B-084-M-0016,WL-6893,particle,medium,2.616,lithography
D-0000630,M-0016,2025-03-29T00:00:00,1,B-087-M-0016,WL-5817,particle,low,0.256,lithography
D-0000631,M-0016,2025-04-01T00:00:00,3,B-090-M-0016,WL-9456,alignment,medium,0.754,lithography
D-0000632,M-0016,2025-04-04T00:00:00,3,B-093-M-0016,WL-7033,alignment,medium,2.023,lithography
D-0000633,M-0016,2025-04-07T00:00:00,4,B-096-M-0016,WL-4393,alignment,medium,1.745,lithography
D-0000634,M-0016,2025-04-10T00:00:00,2,B-099-M-0016,WL-4517,scratch,low,1.477,lithography
D-0000635,M-0016,2025-04-13T00:00:00,2,B-102-M-0016,WL-5820,etch_depth,low,1.639,lithography
D-0000636,M-0016,2025-04-16T00:00:00,3,B-105-M-0016,WL-6410,scratch,medium,2.447,lithography
D-0000637,M-0016,2025-04-19T00:00:00,1,B-108-M-0016,WL-9319,particle,low,0.533,lithography
D-0000638,M-0016,2025-04-22T00:00:00,2,B-111-M-0016,WL-8578,scratch,low,1.558,lithography
D-0000639,M-0016,2025-04-25T00:00:00,2,B-114-M-0016,WL-4501,particle,low,1.388,lithography
D-0000640,M-0016,2025-04-28T00:00:00,0,B-117-M-0016,WL-9827,particle,low,0.0,lithography
D-0000641,M-0017,2025-01-01T00:00:00,1,B-000-M-0017,WL-4451,etch_depth,low,0.378,inspection
D-0000642,M-0017,2025-01-04T00:00:00,2,B-003-M-0017,WL-7958,film_uniformity,low,0.638,inspection
D-0000643,M-0017,2025-01-07T00:00:00,1,B-006-M-0017,WL-9038,particle,low,0.865,inspection
D-0000644,M-0017,2025-01-10T00:00:00,2,B-009-M-0017,WL-2144,etch_depth,low,0.526,inspection
D-0000645,M-0017,2025-01-13T00:00:00,0,B-012-M-0017,WL-5037,alignment,low,0.0,inspection
D-0000646,M-0017,2025-01-16T00:00:00,1,B-015-M-0017,WL-2386,alignment,low,0.532,inspection
D-0000647,M-0017,2025-01-19T00:00:00,2,B-018-M-0017,WL-1168,scratch,low,0.897,inspection
D-0000648,M-0017,2025-01-22T00:00:00,2,B-021-M-0017,WL-6316,particle,low,0.918,inspection
D-0000649,M-0017,2025-01-25T00:00:00,3,B-024-M-0017,WL-1488,etch_depth,medium,2.048,inspection
D-0000650,M-0017,2025-01-28T00:00:00,6,B-027-M-0017,WL-6964,etch_depth,medium,5.134,inspection
D-0000651,M-0017,2025-01-31T00:00:00,2,B-030-M-0017,WL-2269,scratch,low,0.558,inspection
D-0000652,M-0017,2025-02-03T00:00:00,6,B-033-M-0017,WL-7273,scratch,medium,5.208,inspection
D-0000653,M-0017,2025-02-06T00:00:00,1,B-036-M-0017,WL-3880,alignment,low,0.795,inspection
D-0000654,M-0017,2025-02-09T00:00:00,6,B-039-M-0017,WL-7118,film_uniformity,medium,4.359,inspection
D-0000655,M-0017,2025-02-12T00:00:00,9,B-042-M-0017,WL-3816,scratch,high,6.942,inspection
D-0000656,M-0017,2025-02-15T00:00:00,4,B-045-M-0017,WL-3775,alignment,medium,3.315,inspection
D-0000657,M-0017,2025-02-18T00:00:00,3,B-048-M-0017,WL-5161,particle,medium,1.253,inspection
D-0000658,M-0017,2025-02-21T00:00:00,4,B-051-M-0017,WL-3819,alignment,medium,1.751,inspection
D-0000659,M-0017,2025-02-24T00:00:00,3,B-054-M-0017,WL-6178,alignment,medium,2.369,inspection
D-0000660,M-0017,2025-02-27T00:00:00,1,B-057-M-0017,WL-2042,etch_depth,low,0.354,inspection
D-0000661,M-0017,2025-03-02T00:00:00,5,B-060-M-0017,WL-2482,particle,medium,3.825,inspection
D-0000662,M-0017,2025-03-05T00:00:00,1,B-063-M-0017,WL-3926,scratch,low,0.43,inspection
D-0000663,M-0017,2025-03-08T00:00:00,7,B-066-M-0017,WL-3454,alignment,high,4.435,inspection
D-0000664,M-0017,2025-03-11T00:00:00,3,B-069-M-0017,WL-9540,etch_depth,medium,2.29,inspection
D-0000665,M-0017,2025-03-14T00:00:00,0,B-072-M-0017,WL-9566,film_uniformity,low,0.0,inspection
D-0000666,M-0017,2025-03-17T00:00:00,1,B-075-M-0017,WL-1063,scratch,low,0.373,inspection
D-0000667,M-0017,2025-03-20T00:00:00,6,B-078-M-0017,WL-6438,film_uniformity,medium,3.13,inspection
D-0000668,M-0017,2025-03-23T00:00:00,4,B-081-M-0017,WL-7506,etch_depth,medium,3.281,inspection
D-0000669,M-0017,2025-03-26T00:00:00,1,B-084-M-0017,WL-9479,alignment,low,0.564,inspection
D-0000670,M-0017,2025-03-29T00:00:00,3,B-087-M-0017,WL-4704,film_uniformity,medium,1.588,inspection
D-0000671,M-0017,2025-04-01T00:00:00,2,B-090-M-0017,WL-4696,etch_depth,low,1.641,inspection
D-0000672,M-0017,2025-04-04T00:00:00,5,B-093-M-0017,WL-9400,particle,medium,1.565,inspection
D-0000673,M-0017,2025-04-07T00:00:00,5,B-096-M-0017,WL-5364,alignment,medium,2.635,inspection
D-0000674,M-0017,2025-04-10T00:00:00,3,B-099-M-0017,WL-7069,scratch,medium,2.087,inspection
D-0000675,M-0017,2025-04-13T00:00:00,2,B-102-M-0017,WL-5917,particle,low,0.942,inspection
D-0000676,M-0017,2025-04-16T00:00:00,4,B-105-M-0017,WL-9670,etch_depth,medium,3.147,inspection
D-0000677,M-0017,2025-04-19T00:00:00,3,B-108-M-0017,WL-1898,etch_depth,medium,1.002,inspection
D-0000678,M-0017,2025-04-22T00:00:00,3,B-111-M-0017,WL-8941,film_uniformity,medium,1.041,inspection
D-0000679,M-0017,2025-04-25T00:00:00,2,B-114-M-0017,WL-8549,scratch,low,1.713,inspection
D-0000680,M-0017,2025-04-28T00:00:00,4,B-117-M-0017,WL-5116,scratch,medium,3.071,inspection
D-0000681,M-0018,2025-01-01T00:00:00,0,B-000-M-0018,WL-7266,scratch,low,0.0,deposition
D-0000682,M-0018,2025-01-04T00:00:00,3,B-003-M-0018,WL-3287,particle,medium,1.052,deposition
D-0000683,M-0018,2025-01-07T00:00:00,1,B-006-M-0018,WL-5690,film_uniformity,low,0.738,deposition
D-0000684,M-0018,2025-01-10T00:00:00,4,B-009-M-0018,WL-1883,scratch,medium,2.03,deposition
D-0000685,M-0018,2025-01-13T00:00:00,1,B-012-M-0018,WL-8076,film_uniformity,low,0.362,deposition
D-0000686,M-0018,2025-01-16T00:00:00,0,B-015-M-0018,WL-9152,alignment,low,0.0,deposition
D-0000687,M-0018,2025-01-19T00:00:00,1,B-018-M-0018,WL-1606,film_uniformity,low,0.538,deposition
D-0000688,M-0018,2025-01-22T00:00:00,2,B-021-M-0018,WL-9264,particle,low,0.634,deposition
D-0000689,M-0018,2025-01-25T00:00:00,2,B-024-M-0018,WL-1308,alignment,low,1.059,deposition
D-0000690,M-0018,2025-01-28T00:00:00,2,B-027-M-0018,WL-2763,film_uniformity,low,1.375,deposition
D-0000691,M-0018,2025-01-31T00:00:00,0,B-030-M-0018,WL-5771,particle,low,0.0,deposition
D-0000692,M-0018,2025-02-03T00:00:00,1,B-033-M-0018,WL-2933,film_uniformity,low,0.342,deposition
D-0000693,M-0018,2025-02-06T00:00:00,0,B-036-M-0018,WL-8116,particle,low,0.0,deposition
D-0000694,M-0018,2025-02-09T00:00:00,3,B-039-M-0018,WL-3589,etch_depth,medium,1.7,deposition
D-0000695,M-0018,2025-02-12T00:00:00,0,B-042-M-0018,WL-1993,alignment,low,0.0,deposition
D-0000696,M-0018,2025-02-15T00:00:00,2,B-045-M-0018,WL-2710,alignment,low,1.606,deposition
D-0000697,M-0018,2025-02-18T00:00:00,1,B-048-M-0018,WL-8780,alignment,low,0.717,deposition
D-0000698,M-0018,2025-02-21T00:00:00,2,B-051-M-0018,WL-5260,alignment,low,1.052,deposition
D-0000699,M-0018,2025-02-24T00:00:00,3,B-054-M-0018,WL-8890,alignment,medium,2.039,deposition
D-0000700,M-0018,2025-02-27T00:00:00,0,B-057-M-0018,WL-1790,film_uniformity,low,0.0,deposition
D-0000701,M-0018,2025-03-02T00:00:00,0,B-060-M-0018,WL-2689,film_uniformity,low,0.0,deposition
D-0000702,M-0018,2025-03-05T00:00:00,3,B-063-M-0018,WL-8226,scratch,medium,1.22,deposition
D-0000703,M-0018,2025-03-08T00:00:00,2,B-066-M-0018,WL-3552,particle,low,1.156,deposition
D-0000704,M-0018,2025-03-11T00:00:00,2,B-069-M-0018,WL-2224,film_uniformity,low,1.01,deposition
D-0000705,M-0018,2025-03-14T00:00:00,7,B-072-M-0018,WL-7415,film_uniformity,high,4.528,deposition
D-0000706,M-0018,2025-03-17T00:00:00,0,B-075-M-0018,WL-8603,scratch,low,0.0,deposition
D-0000707,M-0018,2025-03-20T00:00:00,1,B-078-M-0018,WL-8330,particle,low,0.577,deposition
D-0000708,M-0018,2025-03-23T00:00:00,0,B-081-M-0018,WL-5180,alignment,low,0.0,deposition
D-0000709,M-0018,2025-03-26T00:00:00,0,B-084-M-0018,WL-5193,film_uniformity,low,0.0,deposition
D-0000710,M-0018,2025-03-29T00:00:00,4,B-087-M-0018,WL-8501,etch_depth,medium,2.6,deposition
D-0000711,M-0018,2025-04-01T00:00:00,3,B-090-M-0018,WL-2563,etch_depth,medium,2.419,deposition
D-0000712,M-0018,2025-04-04T00:00:00,1,B-093-M-0018,WL-2935,particle,low,0.316,deposition
D-0000713,M-0018,2025-04-07T00:00:00,2,B-096-M-0018,WL-8701,alignment,low,0.655,deposition
D-0000714,M-0018,2025-04-10T00:00:00,0,B-099-M-0018,WL-7579,scratch,low,0.0,deposition
D-0000715,M-0018,2025-04-13T00:00:00,0,B-102-M-0018,WL-9937,scratch,low,0.0,deposition
D-0000716,M-0018,2025-04-16T00:00:00,0,B-105-M-0018,WL-4561,film_uniformity,low,0.0,deposition
D-0000717,M-0018,2025-04-19T00:00:00,2,B-108-M-0018,WL-6638,alignment,low,0.945,deposition
D-0000718,M-0018,2025-04-22T00:00:00,1,B-111-M-0018,WL-5850,scratch,low,0.671,deposition
D-0000719,M-0018,2025-04-25T00:00:00,1,B-114-M-0018,WL-8652,scratch,low,0.316,deposition
D-0000720,M-0018,2025-04-28T00:00:00,0,B-117-M-0018,WL-9680,particle,low,0.0,deposition
D-0000721,M-0019,2025-01-01T00:00:00,2,B-000-M-0019,WL-4599,film_uniformity,low,1.004,lithography
D-0000722,M-0019,2025-01-04T00:00:00,2,B-003-M-0019,WL-7182,alignment,low,1.478,lithography
D-0000723,M-0019,2025-01-07T00:00:00,1,B-006-M-0019,WL-8558,etch_depth,low,0.726,lithography
D-0000724,M-0019,2025-01-10T00:00:00,2,B-009-M-0019,WL-2503,particle,low,0.511,lithography
D-0000725,M-0019,2025-01-13T00:00:00,0,B-012-M-0019,WL-9567,etch_depth,low,0.0,lithography
D-0000726,M-0019,2025-01-16T00:00:00,0,B-015-M-0019,WL-3019,scratch,low,0.0,lithography
D-0000727,M-0019,2025-01-19T00:00:00,1,B-018-M-0019,WL-8565,alignment,low,0.588,lithography
D-0000728,M-0019,2025-01-22T00:00:00,2,B-021-M-0019,WL-1936,film_uniformity,low,0.763,lithography
D-0000729,M-0019,2025-01-25T00:00:00,0,B-024-M-0019,WL-3099,film_uniformity,low,0.0,lithography
D-0000730,M-0019,2025-01-28T00:00:00,3,B-027-M-0019,WL-7942,etch_depth,medium,2.007,lithography
D-0000731,M-0019,2025-01-31T00:00:00,0,B-030-M-0019,WL-1095,particle,low,0.0,lithography
D-0000732,M-0019,2025-02-03T00:00:00,0,B-033-M-0019,WL-9739,scratch,low,0.0,lithography
D-0000733,M-0019,2025-02-06T00:00:00,3,B-036-M-0019,WL-5490,scratch,medium,1.413,lithography
D-0000734,M-0019,2025-02-09T00:00:00,2,B-039-M-0019,WL-2203,film_uniformity,low,0.796,lithography
D-0000735,M-0019,2025-02-12T00:00:00,2,B-042-M-0019,WL-6766,alignment,low,1.38,lithography
D-0000736,M-0019,2025-02-15T00:00:00,0,B-045-M-0019,WL-5650,alignment,low,0.0,lithography
D-0000737,M-0019,2025-02-18T00:00:00,1,B-048-M-0019,WL-6835,etch_depth,low,0.431,lithography
D-0000738,M-0019,2025-02-21T00:00:00,0,B-051-M-0019,WL-2676,film_uniformity,low,0.0,lithography
D-0000739,M-0019,2025-02-24T00:00:00,0,B-054-M-0019,WL-1348,etch_depth,low,0.0,lithography
D-0000740,M-0019,2025-02-27T00:00:00,2,B-057-M-0019,WL-1764,particle,low,1.517,lithography
D-0000741,M-0019,2025-03-02T00:00:00,1,B-060-M-0019,WL-9615,scratch,low,0.646,lithography
D-0000742,M-0019,2025-03-05T00:00:00,1,B-063-M-0019,WL-5096,scratch,low,0.6,lithography
D-0000743,M-0019,2025-03-08T00:00:00,2,B-066-M-0019,WL-9304,etch_depth,low,0.986,lithography
D-0000744,M-0019,2025-03-11T00:00:00,3,B-069-M-0019,WL-1412,scratch,medium,1.178,lithography
D-0000745,M-0019,2025-03-14T00:00:00,1,B-072-M-0019,WL-4810,etch_depth,low,0.272,lithography
D-0000746,M-0019,2025-03-17T00:00:00,1,B-075-M-0019,WL-4971,etch_depth,low,0.677,lithography
D-0000747,M-0019,2025-03-20T00:00:00,2,B-078-M-0019,WL-9880,particle,low,0.578,lithography
D-0000748,M-0019,2025-03-23T00:00:00,1,B-081-M-0019,WL-1077,alignment,low,0.343,lithography
D-0000749,M-0019,2025-03-26T00:00:00,3,B-084-M-0019,WL-2938,etch_depth,medium,2.022,lithography
D-0000750,M-0019,2025-03-29T00:00:00,0,B-087-M-0019,WL-3380,particle,low,0.0,lithography
