reading_id,machine_id,timestamp,temperature,vibration,pressure,power_draw,humidity,cycle_count,runtime_hours,chamber_pressure,gas_flow_rate,error_code
R-0000601,M-0006,2025-01-01T00:00:00,70.933,0.3277,104.891,23.763,38.08,0,16.55,10.289,119.085,
R-0000602,M-0006,2025-01-02T00:00:00,70.751,0.3153,97.718,19.868,39.02,103,23.29,9.799,109.743,
R-0000603,M-0006,2025-01-03T00:00:00,67.405,0.3202,100.172,23.57,35.18,232,19.82,9.955,93.678,
R-0000604,M-0006,2025-01-04T00:00:00,71.439,0.3652,102.158,22.443,45.43,291,14.42,10.221,105.807,
R-0000605,M-0006,2025-01-05T00:00:00,68.518,0.3546,100.782,22.084,44.66,496,20.38,9.462,93.777,
R-0000606,M-0006,2025-01-06T00:00:00,68.887,0.3438,100.854,21.781,36.55,350,18.97,10.423,97.818,
R-0000607,M-0006,2025-01-07T00:00:00,69.137,0.3277,99.568,23.215,44.52,588,23.32,10.718,107.147,
R-0000608,M-0006,2025-01-08T00:00:00,68.951,0.2624,100.267,21.49,44.86,581,18.34,10.183,121.429,
R-0000609,M-0006,2025-01-09T00:00:00,70.232,0.3703,98.637,21.321,41.85,800,20.1,10.216,121.556,
R-0000610,M-0006,2025-01-10T00:00:00,71.227,0.333,104.24,20.699,44.92,729,22.76,9.38,107.681,
R-0000611,M-0006,2025-01-11T00:00:00,70.013,0.2803,98.829,20.987,36.68,1050,12.85,9.811,94.864,
R-0000612,M-0006,2025-01-12T00:00:00,67.194,0.3654,97.397,22.568,39.6,1067,14.54,10.399,109.273,
R-0000613,M-0006,2025-01-13T00:00:00,70.992,0.2983,99.783,22.144,36.83,852,17.12,10.878,98.066,
R-0000614,M-0006,2025-01-14T00:00:00,68.025,0.3217,103.318,20.673,41.4,1664,21.09,10.352,93.427,
R-0000615,M-0006,2025-01-15T00:00:00,67.405,0.2717,96.57,19.282,35.99,1274,20.61,10.153,111.272,
R-0000616,M-0006,2025-01-16T00:00:00,68.65,0.367,100.022,23.334,37.11,1815,17.88,9.836,124.014,
R-0000617,M-0006,2025-01-17T00:00:00,67.589,0.2775,103.872,22.754,39.49,2000,14.38,10.368,88.963,
R-0000618,M-0006,2025-01-18T00:00:00,71.279,0.343,100.908,21.507,45.88,2023,17.0,10.445,103.955,
R-0000619,M-0006,2025-01-19T00:00:00,66.467,0.3549,102.345,22.366,44.76,1764,20.51,10.009,100.011,
R-0000620,M-0006,2025-01-20T00:00:00,70.228,0.3791,99.078,22.007,44.86,1824,13.72,9.999,121.927,
R-0000621,M-0006,2025-01-21T00:00:00,69.2,0.2684,103.023,22.335,37.09,2100,19.12,10.088,95.822,
R-0000622,M-0006,2025-01-22T00:00:00,70.095,0.313,101.513,22.55,35.69,1974,13.48,10.396,122.042,
R-0000623,M-0006,2025-01-23T00:00:00,72.282,0.2815,100.945,21.919,37.82,2816,20.29,10.552,119.934,
R-0000624,M-0006,2025-01-24T00:00:00,66.134,0.3411,98.923,21.165,36.52,2001,16.63,10.583,113.433,
R-0000625,M-0006,2025-01-25T00:00:00,71.548,0.3465,103.449,22.987,37.07,2328,23.45,10.081,84.254,
R-0000626,M-0006,2025-01-26T00:00:00,68.997,0.2578,99.171,20.509,45.63,2325,17.26,9.809,91.62,
R-0000627,M-0006,2025-01-27T00:00:00,67.867,0.37,105.055,19.83,43.24,2106,17.52,10.431,98.733,
R-0000628,M-0006,2025-01-28T00:00:00,70.215,0.3502,104.045,23.844,35.77,2484,13.16,10.204,123.622,
R-0000629,M-0006,2025-01-29T00:00:00,67.047,0.2766,101.763,21.939,35.42,3024,18.64,10.3,86.377,
R-0000630,M-0006,2025-01-30T00:00:00,68.752,0.3147,106.378,21.631,36.23,2668,19.08,9.976,102.211,
R-0000631,M-0006,2025-01-31T00:00:00,71.431,0.3186,107.275,20.987,36.4,3300,17.33,10.209,115.902,
R-0000632,M-0006,2025-02-01T00:00:00,70.867,0.3342,103.619,22.502,35.91,2635,23.57,10.61,115.202,
R-0000633,M-0006,2025-02-02T00:00:00,70.641,0.3576,100.361,22.506,46.74,3520,14.34,10.461,122.278,
R-0000634,M-0006,2025-02-03T00:00:00,69.353,0.284,104.499,21.488,47.46,2475,20.35,10.218,126.968,
R-0000635,M-0006,2025-02-04T00:00:00,69.706,0.3416,101.896,20.156,46.79,2516,22.16,10.281,102.259,
R-0000636,M-0006,2025-02-05T00:00:00,72.48,0.2746,105.049,22.931,44.77,3325,17.75,10.621,111.86,
R-0000637,M-0006,2025-02-06T00:00:00,70.776,0.3599,99.209,23.455,38.16,2808,20.87,10.167,110.528,
R-0000638,M-0006,2025-02-07T00:00:00,67.713,0.3041,102.939,19.807,41.94,3478,18.34,9.985,114.498,
R-0000639,M-0006,2025-02-08T00:00:00,69.03,0.3641,104.044,18.601,39.96,3914,14.63,10.268,124.879,
R-0000640,M-0006,2025-02-09T00:00:00,69.592,0.3619,105.771,22.89,43.63,4953,15.12,10.388,104.506,
R-0000641,M-0006,2025-02-10T00:00:00,72.862,0.2747,102.272,21.049,41.09,3080,14.35,10.238,114.864,
R-0000642,M-0006,2025-02-11T00:00:00,71.546,0.3061,103.942,21.476,37.02,4879,18.78,10.009,105.568,
R-0000643,M-0006,2025-02-12T00:00:00,70.218,0.3393,100.583,23.82,43.22,4956,18.59,10.444,107.961,
R-0000644,M-0006,2025-02-13T00:00:00,71.207,0.3031,102.44,21.653,36.99,4472,22.66,10.3,129.984,
R-0000645,M-0006,2025-02-14T00:00:00,72.019,0.2886,101.568,18.121,38.18,5412,23.94,9.549,93.211,
R-0000646,M-0006,2025-02-15T00:00:00,68.035,0.355,100.888,24.236,37.34,3825,16.39,10.292,108.444,
R-0000647,M-0006,2025-02-16T00:00:00,68.73,0.3802,102.644,21.548,42.08,4232,15.69,10.729,102.761,
R-0000648,M-0006,2025-02-17T00:00:00,71.066,0.3939,104.005,24.558,39.37,4324,14.1,9.945,110.74,
R-0000649,M-0006,2025-02-18T00:00:00,71.502,0.3265,99.077,20.657,47.72,4320,13.0,10.105,104.234,
R-0000650,M-0006,2025-02-19T00:00:00,69.654,0.2744,102.329,23.06,45.75,3479,19.83,9.979,101.08,
R-0000651,M-0006,2025-02-20T00:00:00,70.942,0.3844,103.858,18.891,35.43,4600,23.02,10.361,128.448,
R-0000652,M-0006,2025-02-21T00:00:00,68.939,0.3583,102.403,19.01,45.7,6579,20.1,9.888,110.932,
R-0000653,M-0006,2025-02-22T00:00:00,71.661,0.3715,100.307,23.659,44.06,4940,21.07,10.609,111.236,
R-0000654,M-0006,2025-02-23T00:00:00,70.34,0.371,101.254,21.12,41.84,5724,21.92,10.007,99.563,
R-0000655,M-0006,2025-02-24T00:00:00,72.032,0.4272,99.759,24.768,40.61,6210,12.78,9.877,88.92,
R-0000656,M-0006,2025-02-25T00:00:00,75.836,0.4398,100.23,21.922,35.42,5115,19.99,9.762,85.243,
R-0000657,M-0006,2025-02-26T00:00:00,75.546,0.5254,100.113,21.789,45.07,6272,15.9,10.662,125.393,
R-0000658,M-0006,2025-02-27T00:00:00,73.884,0.5077,103.783,22.602,35.15,6384,16.63,10.13,124.155,
R-0000659,M-0006,2025-02-28T00:00:00,74.672,0.5459,99.718,22.921,47.57,6960,14.19,10.203,117.393,
R-0000660,M-0006,2025-03-01T00:00:00,71.927,0.5258,102.879,21.036,35.36,4307,15.5,9.844,124.652,
R-0000661,M-0006,2025-03-02T00:00:00,76.667,0.6171,103.58,25.013,44.78,4740,13.04,9.546,120.457,
R-0000662,M-0006,2025-03-03T00:00:00,73.435,0.6047,99.354,26.547,35.59,4880,17.85,9.384,90.047,
R-0000663,M-0006,2025-03-04T00:00:00,75.549,0.6317,99.026,26.319,44.73,5642,14.1,9.881,105.742,
R-0000664,M-0006,2025-03-05T00:00:00,82.818,0.6265,99.007,27.761,47.56,6489,22.83,10.55,83.237,
R-0000665,M-0006,2025-03-06T00:00:00,76.987,0.6753,100.234,24.455,41.44,6080,17.88,10.241,98.844,
R-0000666,M-0006,2025-03-07T00:00:00,78.202,0.676,100.161,22.066,41.87,5070,18.81,10.589,83.368,
R-0000667,M-0006,2025-03-08T00:00:00,77.34,0.8059,97.233,25.285,41.15,7524,16.06,10.289,113.873,
R-0000668,M-0006,2025-03-09T00:00:00,82.024,0.71,97.249,26.03,40.84,5963,23.73,10.632,125.296,E-DEGRADE
R-0000669,M-0006,2025-03-10T00:00:00,79.193,0.7076,97.586,26.149,39.17,8500,20.9,10.792,107.096,
R-0000670,M-0006,2025-03-11T00:00:00,80.495,0.6816,100.225,23.37,45.53,5520,15.73,10.166,129.528,
R-0000671,M-0006,2025-03-12T00:00:00,83.582,0.767,98.14,25.519,41.33,7770,23.29,10.299,128.81,
R-0000672,M-0006,2025-03-13T00:00:00,73.738,0.4314,98.036,24.77,47.34,7526,12.99,10.148,104.011,
R-0000673,M-0006,2025-03-14T00:00:00,71.615,0.4126,101.182,23.668,37.37,8352,20.71,10.466,95.124,
R-0000674,M-0006,2025-03-15T00:00:00,71.242,0.393,97.325,23.102,41.78,7957,18.46,10.1,107.374,
R-0000675,M-0006,2025-03-16T00:00:00,72.504,0.4352,102.585,23.886,41.54,8066,18.45,10.144,88.217,
R-0000676,M-0006,2025-03-17T00:00:00,69.868,0.4474,102.367,21.789,39.65,5625,15.51,10.206,113.969,
R-0000677,M-0006,2025-03-18T00:00:00,74.785,0.3855,102.431,21.556,43.99,6916,15.9,10.514,86.571,
R-0000678,M-0006,2025-03-19T00:00:00,71.183,0.4456,102.323,24.773,44.06,9702,15.77,9.993,85.05,
R-0000679,M-0006,2025-03-20T00:00:00,72.152,0.4172,97.576,21.898,37.13,9672,15.69,10.469,128.966,
R-0000680,M-0006,2025-03-21T00:00:00,70.132,0.4545,105.043,23.128,43.63,10191,23.32,10.719,80.744,
R-0000681,M-0006,2025-03-22T00:00:00,73.412,0.4706,102.409,21.963,39.16,6240,17.27,9.898,101.372,
R-0000682,M-0006,2025-03-23T00:00:00,71.651,0.4535,99.857,21.915,45.37,8019,15.95,10.303,112.833,
R-0000683,M-0006,2025-03-24T00:00:00,72.79,0.4742,99.971,23.587,47.4,8610,17.02,9.995,87.505,
R-0000684,M-0006,2025-03-25T00:00:00,71.581,0.3626,101.442,24.642,37.36,5976,16.61,9.926,86.174,
R-0000685,M-0006,2025-03-26T00:00:00,74.71,0.3615,101.526,24.677,44.34,7896,21.65,10.327,97.777,
R-0000686,M-0006,2025-03-27T00:00:00,74.463,0.4232,99.836,23.368,38.37,10625,16.09,10.336,80.826,
R-0000687,M-0006,2025-03-28T00:00:00,71.143,0.4891,99.333,23.787,44.05,10578,21.24,10.305,120.897,
R-0000688,M-0006,2025-03-29T00:00:00,72.864,0.4601,96.23,21.727,36.32,6351,16.51,10.243,96.904,
R-0000689,M-0006,2025-03-30T00:00:00,77.352,0.4772,99.195,23.697,44.27,6424,12.69,10.671,115.232,
R-0000690,M-0006,2025-03-31T00:00:00,72.163,0.4562,100.843,23.444,45.43,7476,17.93,10.031,110.229,
R-0000691,M-0006,2025-04-01T00:00:00,71.158,0.4773,99.829,22.521,35.6,9360,18.26,9.749,125.507,
R-0000692,M-0006,2025-04-02T00:00:00,72.834,0.439,97.796,22.133,43.81,7280,13.34,9.663,124.016,
R-0000693,M-0006,2025-04-03T00:00:00,75.027,0.436,101.168,21.409,39.38,10396,13.21,10.736,128.715,
R-0000694,M-0006,2025-04-04T00:00:00,73.598,0.4224,100.124,25.042,40.71,11160,20.82,10.308,128.738,
R-0000695,M-0006,2025-04-05T00:00:00,72.295,0.4498,99.11,20.994,36.92,7520,13.26,10.019,114.504,
R-0000696,M-0006,2025-04-06T00:00:00,73.031,0.4671,99.532,23.094,38.96,10070,18.37,10.077,91.599,
R-0000697,M-0006,2025-04-07T00:00:00,70.568,0.423,101.516,22.998,36.89,10656,15.34,9.848,123.668,
R-0000698,M-0006,2025-04-08T00:00:00,71.658,0.4466,100.306,21.039,44.28,11834,15.48,9.952,109.495,
R-0000699,M-0006,2025-04-09T00:00:00,73.633,0.3899,100.907,22.306,41.67,9800,14.44,10.255,111.424,
R-0000700,M-0006,2025-04-10T00:00:00,72.082,0.4048,97.147,20.444,37.48,12078,17.98,9.927,102.812,
R-0000701,M-0006,2025-04-11T00:00:00,68.927,0.4133,104.592,21.707,46.52,9000,21.93,10.006,127.314,
R-0000702,M-0006,2025-04-12T00:00:00,71.81,0.5003,103.436,21.183,41.29,7272,23.23,9.837,114.841,
R-0000703,M-0006,2025-04-13T00:00:00,73.545,0.518,96.575,22.9,47.48,8772,21.54,10.158,123.689,
R-0000704,M-0006,2025-04-14T00:00:00,73.607,0.4821,100.193,24.776,39.72,9373,23.26,10.423,109.757,
R-0000705,M-0006,2025-04-15T00:00:00,70.049,0.4135,102.073,24.089,44.08,12272,17.67,10.513,129.204,
R-0000706,M-0006,2025-04-16T00:00:00,71.428,0.4286,101.098,24.219,39.24,9030,23.3,10.198,125.485,
R-0000707,M-0006,2025-04-17T00:00:00,75.024,0.4425,94.224,18.683,46.52,8798,21.2,10.114,98.114,
R-0000708,M-0006,2025-04-18T00:00:00,72.249,0.4566,100.275,22.504,42.42,13696,19.22,10.216,120.27,
R-0000709,M-0006,2025-04-19T00:00:00,74.62,0.3575,100.706,21.914,47.92,9936,14.7,9.78,113.661,
R-0000710,M-0006,2025-04-20T00:00:00,73.322,0.5222,105.119,21.924,36.21,7957,13.51,10.596,81.521,
R-0000711,M-0006,2025-04-21T00:00:00,72.675,0.452,101.782,23.67,39.49,10340,13.12,10.142,112.027,
R-0000712,M-0006,2025-04-22T00:00:00,74.756,0.4984,95.88,24.488,42.26,10656,12.13,10.049,91.798,
R-0000713,M-0006,2025-04-23T00:00:00,73.835,0.5263,96.865,21.673,35.36,9520,19.61,10.067,114.987,
R-0000714,M-0006,2025-04-24T00:00:00,72.207,0.4281,95.878,19.403,37.51,10735,19.54,10.443,129.352,
R-0000715,M-0006,2025-04-25T00:00:00,75.142,0.4089,101.342,24.613,44.84,12084,17.88,10.08,104.969,
R-0000716,M-0006,2025-04-26T00:00:00,70.365,0.3888,105.4,20.569,40.15,13570,16.13,9.884,107.308,
R-0000717,M-0006,2025-04-27T00:00:00,74.463,0.4289,101.113,25.499,45.07,9976,16.86,10.042,128.859,
R-0000718,M-0006,2025-04-28T00:00:00,73.822,0.4478,97.671,22.378,46.71,14742,22.4,10.009,116.861,
R-0000719,M-0006,2025-04-29T00:00:00,71.473,0.4565,98.911,27.883,38.77,13570,23.89,9.964,98.981,
R-0000720,M-0006,2025-04-30T00:00:00,71.208,0.4679,97.17,21.816,37.87,9877,17.43,10.452,95.97,
R-0000721,M-0007,2025-01-01T00:00:00,75.038,0.4591,101.987,16.081,36.49,0,16.12,10.163,113.222,
R-0000722,M-0007,2025-01-02T00:00:00,73.849,0.3747,97.968,20.025,42.92,92,15.98,9.449,129.8,
R-0000723,M-0007,2025-01-03T00:00:00,72.041,0.336,97.627,22.536,40.29,210,20.52,9.744,84.746,
R-0000724,M-0007,2025-01-04T00:00:00,70.094,0.3597,101.276,22.291,47.2,264,22.25,10.299,119.888,
R-0000725,M-0007,2025-01-05T00:00:00,69.243,0.278,95.796,18.901,45.26,404,17.02,9.73,114.328,
R-0000726,M-0007,2025-01-06T00:00:00,71.202,0.385,98.358,19.75,46.76,505,23.31,10.553,89.008,
R-0000727,M-0007,2025-01-07T00:00:00,71.769,0.306,103.371,23.108,40.41,696,19.0,10.259,110.78,
R-0000728,M-0007,2025-01-08T00:00:00,72.27,0.3603,98.793,21.077,45.74,840,18.85,10.45,115.94,
R-0000729,M-0007,2025-01-09T00:00:00,69.823,0.3901,96.25,22.524,39.34,664,14.42,10.349,94.463,
R-0000730,M-0007,2025-01-10T00:00:00,74.565,0.3245,96.82,20.449,36.07,1143,16.36,9.803,112.808,
R-0000731,M-0007,2025-01-11T00:00:00,72.941,0.3782,98.003,22.097,36.85,700,14.87,9.941,100.363,
R-0000732,M-0007,2025-01-12T00:00:00,74.993,0.3515,97.993,21.016,39.89,1100,21.72,9.909,114.705,
R-0000733,M-0007,2025-01-13T00:00:00,70.175,0.3791,101.528,20.083,37.91,1416,20.77,9.832,125.46,
R-0000734,M-0007,2025-01-14T00:00:00,75.907,0.3408,98.301,20.852,46.59,1638,15.49,10.325,129.709,
R-0000735,M-0007,2025-01-15T00:00:00,71.316,0.3902,100.441,22.418,44.0,1148,17.55,9.849,94.616,
R-0000736,M-0007,2025-01-16T00:00:00,71.237,0.4038,104.678,23.87,46.2,1860,15.69,10.282,109.772,
R-0000737,M-0007,2025-01-17T00:00:00,73.311,0.365,103.1,21.237,45.07,1520,21.71,10.273,113.325,
R-0000738,M-0007,2025-01-18T00:00:00,69.602,0.3522,99.236,20.461,43.38,1360,13.31,10.312,99.196,
R-0000739,M-0007,2025-01-19T00:00:00,75.043,0.3651,100.907,20.881,37.01,2286,18.03,10.429,125.404,
R-0000740,M-0007,2025-01-20T00:00:00,70.758,0.3365,101.347,22.432,46.32,1729,18.46,9.935,119.95,
R-0000741,M-0007,2025-01-21T00:00:00,72.84,0.3497,96.006,21.414,41.91,1540,20.44,10.267,114.984,
R-0000742,M-0007,2025-01-22T00:00:00,77.974,0.3551,102.93,17.951,37.35,1701,14.55,10.586,112.955,
R-0000743,M-0007,2025-01-23T00:00:00,71.258,0.3379,98.893,22.192,35.33,2750,15.52,9.98,92.825,
R-0000744,M-0007,2025-01-24T00:00:00,72.498,0.3543,99.184,17.041,42.28,2277,17.56,10.259,85.616,
R-0000745,M-0007,2025-01-25T00:00:00,73.491,0.301,101.751,21.622,40.93,1944,22.52,9.713,104.98,
R-0000746,M-0007,2025-01-26T00:00:00,72.863,0.4315,96.328,20.29,36.8,1850,22.19,9.468,106.159,
R-0000747,M-0007,2025-01-27T00:00:00,74.361,0.3966,100.579,20.226,45.02,2938,21.3,9.621,112.414,
R-0000748,M-0007,2025-01-28T00:00:00,73.467,0.3391,97.061,21.589,42.81,2187,12.56,9.292,92.29,
R-0000749,M-0007,2025-01-29T00:00:00,75.589,0.2931,100.971,20.741,37.27,3052,14.01,9.265,89.911,
R-0000750,M-0007,2025-01-30T00:00:00,72.142,0.4069,93.524,22.38,38.71,3451,20.12,9.609,110.699,
R-0000751,M-0007,2025-01-31T00:00:00,71.743,0.3733,100.17,19.116,41.35,2760,19.97,9.894,95.867,
R-0000752,M-0007,2025-02-01T00:00:00,70.269,0.3278,98.568,22.945,38.28,2728,21.73,9.937,106.186,
R-0000753,M-0007,2025-02-02T00:00:00,71.155,0.3839,98.199,19.939,45.2,2912,12.89,10.247,106.859,
R-0000754,M-0007,2025-02-03T00:00:00,72.925,0.3529,100.662,19.69,36.01,2607,13.03,10.16,95.35,
R-0000755,M-0007,2025-02-04T00:00:00,73.88,0.3431,101.697,20.325,45.06,2822,14.21,10.257,95.348,
R-0000756,M-0007,2025-02-05T00:00:00,73.697,0.3719,104.631,19.136,45.46,3815,22.77,10.175,103.653,
R-0000757,M-0007,2025-02-06T00:00:00,70.259,0.3384,102.034,20.099,44.16,4608,13.29,10.461,87.029,
R-0000758,M-0007,2025-02-07T00:00:00,71.89,0.3574,99.557,20.136,40.74,3737,13.17,10.659,94.863,
R-0000759,M-0007,2025-02-08T00:00:00,71.013,0.3221,101.482,23.139,47.35,4446,12.69,9.877,82.538,
R-0000760,M-0007,2025-02-09T00:00:00,71.978,0.4036,97.253,16.321,47.5,3666,17.37,10.32,111.305,
R-0000761,M-0007,2025-02-10T00:00:00,70.507,0.437,99.135,19.6,46.59,2960,21.72,10.17,120.204,
R-0000762,M-0007,2025-02-11T00:00:00,73.496,0.3224,101.446,20.191,36.89,5207,19.26,10.081,119.762,
R-0000763,M-0007,2025-02-12T00:00:00,72.568,0.418,102.348,21.145,36.65,4242,20.73,9.447,109.297,
R-0000764,M-0007,2025-02-13T00:00:00,72.8,0.3999,99.863,19.541,37.78,4085,22.66,9.18,93.2,
R-0000765,M-0007,2025-02-14T00:00:00,72.506,0.3767,100.039,24.902,36.72,3256,22.12,10.049,114.003,
R-0000766,M-0007,2025-02-15T00:00:00,72.402,0.3322,97.721,18.405,43.88,4680,15.3,9.923,85.388,
R-0000767,M-0007,2025-02-16T00:00:00,73.947,0.3558,102.528,20.051,39.12,4094,14.32,9.674,117.906,
R-0000768,M-0007,2025-02-17T00:00:00,74.038,0.3441,102.084,23.518,37.39,3901,13.82,10.32,83.302,
R-0000769,M-0007,2025-02-18T00:00:00,72.552,0.3806,98.285,17.437,38.24,4416,16.82,10.081,81.44,
R-0000770,M-0007,2025-02-19T00:00:00,71.965,0.3449,104.148,18.651,38.09,3577,14.55,10.054,123.153,
R-0000771,M-0007,2025-02-20T00:00:00,76.57,0.4036,98.363,18.43,47.17,4950,21.35,9.881,119.418,
R-0000772,M-0007,2025-02-21T00:00:00,71.094,0.3711,100.679,19.957,43.23,5457,20.74,10.13,88.958,
R-0000773,M-0007,2025-02-22T00:00:00,74.217,0.3015,97.071,19.681,41.78,4472,23.3,10.212,100.679,
R-0000774,M-0007,2025-02-23T00:00:00,73.861,0.3788,104.515,18.76,42.53,5194,16.48,10.117,113.339,
R-0000775,M-0007,2025-02-24T00:00:00,71.048,0.2882,99.409,19.262,44.44,3942,18.52,10.26,109.764,
R-0000776,M-0007,2025-02-25T00:00:00,72.905,0.324,99.616,21.747,45.94,4840,14.91,9.433,113.149,
R-0000777,M-0007,2025-02-26T00:00:00,73.91,0.4107,102.006,19.5,35.6,5040,12.57,10.026,84.033,
R-0000778,M-0007,2025-02-27T00:00:00,70.276,0.3224,100.399,20.286,43.22,6726,23.4,9.58,81.189,
R-0000779,M-0007,2025-02-28T00:00:00,74.15,0.2964,100.981,20.385,47.38,6902,21.42,9.852,85.531,
R-0000780,M-0007,2025-03-01T00:00:00,70.802,0.3545,99.405,20.14,38.07,5900,19.24,10.132,103.295,
R-0000781,M-0007,2025-03-02T00:00:00,75.89,0.3244,102.073,19.792,35.6,5760,22.71,10.505,108.105,
R-0000782,M-0007,2025-03-03T00:00:00,72.032,0.3399,96.319,18.701,46.18,5124,22.95,9.99,107.399,
R-0000783,M-0007,2025-03-04T00:00:00,72.088,0.3612,101.042,21.346,40.0,6758,14.6,9.862,99.276,
R-0000784,M-0007,2025-03-05T00:00:00,72.981,0.3952,96.67,18.521,35.51,5607,17.83,9.314,83.344,
R-0000785,M-0007,2025-03-06T00:00:00,74.197,0.3237,102.024,20.442,36.43,7552,20.65,10.058,103.794,
R-0000786,M-0007,2025-03-07T00:00:00,71.284,0.3495,102.643,21.868,36.64,8255,15.43,9.598,107.113,
R-0000787,M-0007,2025-03-08T00:00:00,70.043,0.339,97.852,21.368,37.8,8448,16.87,9.455,124.542,
R-0000788,M-0007,2025-03-09T00:00:00,73.365,0.396,104.306,18.819,44.41,6030,19.61,9.929,94.938,
R-0000789,M-0007,2025-03-10T00:00:00,74.014,0.3615,98.576,20.857,42.61,8296,12.48,9.862,127.728,
R-0000790,M-0007,2025-03-11T00:00:00,75.325,0.3615,99.729,20.684,43.35,5244,20.4,10.228,120.577,
R-0000791,M-0007,2025-03-12T00:00:00,74.319,0.3612,96.003,20.327,45.36,8540,13.79,9.872,97.076,
R-0000792,M-0007,2025-03-13T00:00:00,75.548,0.3113,99.56,20.515,38.34,7313,12.83,9.82,122.152,
R-0000793,M-0007,2025-03-14T00:00:00,72.654,0.3271,99.316,22.343,43.46,5256,22.47,10.308,97.956,
R-0000794,M-0007,2025-03-15T00:00:00,75.4,0.3422,103.882,20.7,47.73,6278,14.13,9.893,114.648,
R-0000795,M-0007,2025-03-16T00:00:00,69.999,0.3265,99.38,19.968,38.97,7252,23.45,10.338,112.944,
R-0000796,M-0007,2025-03-17T00:00:00,73.112,0.3624,102.609,18.08,47.48,5850,15.68,10.089,94.654,
R-0000797,M-0007,2025-03-18T00:00:00,72.104,0.3366,104.581,18.101,35.87,9728,19.68,10.118,86.852,
R-0000798,M-0007,2025-03-19T00:00:00,72.186,0.3611,95.245,22.884,46.61,9163,12.65,9.987,81.81,
R-0000799,M-0007,2025-03-20T00:00:00,74.336,0.4137,97.285,21.612,44.63,8970,15.45,9.952,86.276,
R-0000800,M-0007,2025-03-21T00:00:00,71.875,0.3505,102.243,19.729,35.11,8058,23.09,10.357,109.415,
R-0000801,M-0007,2025-03-22T00:00:00,71.285,0.2875,97.738,19.331,36.06,10080,19.95,9.574,118.972,
R-0000802,M-0007,2025-03-23T00:00:00,73.079,0.3253,99.437,22.067,35.62,5994,14.31,9.228,98.619,
R-0000803,M-0007,2025-03-24T00:00:00,76.227,0.3566,98.226,20.724,37.92,8610,20.44,10.208,96.801,
R-0000804,M-0007,2025-03-25T00:00:00,72.119,0.3515,99.331,21.551,40.45,8549,20.06,10.244,89.519,
R-0000805,M-0007,2025-03-26T00:00:00,70.554,0.4421,99.203,18.97,45.2,6720,19.16,9.437,94.135,
R-0000806,M-0007,2025-03-27T00:00:00,73.417,0.4691,98.977,20.429,45.66,10115,18.4,9.85,90.354,
R-0000807,M-0007,2025-03-28T00:00:00,73.625,0.4018,100.032,19.739,41.27,9374,12.99,9.37,97.76,
R-0000808,M-0007,2025-03-29T00:00:00,72.71,0.346,98.1,22.168,44.16,9222,18.53,10.047,127.058,
R-0000809,M-0007,2025-03-30T00:00:00,72.347,0.3092,100.257,16.428,39.66,9856,15.37,9.666,119.743,
R-0000810,M-0007,2025-03-31T00:00:00,72.756,0.4364,99.634,20.839,41.43,8277,16.27,10.152,85.381,
R-0000811,M-0007,2025-04-01T00:00:00,71.96,0.3173,101.537,19.372,35.41,8730,13.45,10.498,94.472,
R-0000812,M-0007,2025-04-02T00:00:00,72.682,0.3686,99.547,20.558,46.92,7189,18.47,10.104,126.861,
R-0000813,M-0007,2025-04-03T00:00:00,69.302,0.3576,99.482,21.311,39.11,11316,16.63,10.074,98.013,
R-0000814,M-0007,2025-04-04T00:00:00,72.901,0.3623,99.18,17.869,40.61,10974,22.7,10.69,91.923,
R-0000815,M-0007,2025-04-05T00:00:00,71.29,0.2974,99.234,18.739,37.58,6768,22.76,9.935,87.368,
R-0000816,M-0007,2025-04-06T00:00:00,73.345,0.3671,100.009,21.673,46.09,11780,23.61,10.3,82.692,
R-0000817,M-0007,2025-04-07T00:00:00,73.607,0.3305,99.002,18.821,47.32,9504,17.28,9.343,120.532,
R-0000818,M-0007,2025-04-08T00:00:00,71.316,0.4039,97.699,19.302,36.49,8439,16.8,9.679,83.628,
R-0000819,M-0007,2025-04-09T00:00:00,71.734,0.3115,97.792,20.481,36.46,10682,19.22,10.282,119.703,
R-0000820,M-0007,2025-04-10T00:00:00,71.074,0.3325,99.026,20.185,44.19,9207,12.32,10.097,105.132,
R-0000821,M-0007,2025-04-11T00:00:00,72.974,0.364,95.689,21.664,47.76,10500,23.25,10.11,121.766,
R-0000822,M-0007,2025-04-12T00:00:00,76.583,0.3264,100.908,22.07,39.28,12928,20.35,10.115,110.862,
R-0000823,M-0007,2025-04-13T00:00:00,72.041,0.3454,98.262,17.649,42.23,8772,12.33,10.045,92.204,
R-0000824,M-0007,2025-04-14T00:00:00,72.446,0.3597,102.175,18.244,37.0,11124,13.07,10.438,85.704,
R-0000825,M-0007,2025-04-15T00:00:00,71.208,0.3917,101.012,20.123,41.49,10816,16.31,9.702,93.182,
R-0000826,M-0007,2025-04-16T00:00:00,72.082,0.3935,100.511,23.241,43.98,11865,17.92,9.74,123.541,
R-0000827,M-0007,2025-04-17T00:00:00,72.228,0.3503,102.855,22.119,45.23,11660,19.24,10.299,112.109,
R-0000828,M-0007,2025-04-18T00:00:00,70.44,0.4445,100.223,20.948,41.64,12733,19.98,10.221,111.956,
R-0000829,M-0007,2025-04-19T00:00:00,72.409,0.2872,99.843,18.906,37.97,12636,23.9,9.952,93.569,
